"","Pitch_Sequence_01","Pitch_Sequence_02","PA","BBE","Fly_Ball","Ground_Ball","Line_Drive","Pop_Up","Strikeout","Walk","HR","Avg_wOBA","Sum_wOBA"
"1","CB-H-I","CB-H-I",30,19,4,10,3,2,7,4,1,0.315,9.45
"2","CB-H-I","CB-H-M",41,35,10,16,6,3,3,2,1,0.240243902439024,9.85
"3","CB-H-I","CB-H-O",108,64,15,27,15,7,29,14,3,0.342592592592593,37
"4","CB-H-I","CB-L-I",199,130,32,63,24,11,49,19,7,0.296733668341709,59.05
"5","CB-H-I","CB-L-M",108,65,15,31,14,5,28,14,2,0.29212962962963,31.55
"6","CB-H-I","CB-L-O",59,36,4,18,9,5,18,5,0,0.278813559322034,16.45
"7","CB-H-I","CB-M-I",62,36,13,11,4,8,17,9,1,0.281451612903226,17.45
"8","CB-H-I","CB-M-M",56,44,15,20,6,3,8,3,2,0.307142857142857,17.2
"9","CB-H-I","CB-M-O",55,37,8,18,10,1,13,5,1,0.338181818181818,18.6
"10","CB-H-I","CH-H-I",12,10,2,4,3,1,2,0,1,0.629166666666667,7.55
"11","CB-H-I","CH-H-M",23,20,6,8,5,1,3,0,1,0.445652173913043,10.25
"12","CB-H-I","CH-H-O",84,57,23,18,13,3,16,10,6,0.467261904761905,39.25
"13","CB-H-I","CH-L-I",78,56,14,28,9,5,15,6,2,0.254487179487179,19.85
"14","CB-H-I","CH-L-M",119,84,22,38,17,7,26,7,3,0.349159663865546,41.55
"15","CB-H-I","CH-L-O",171,124,30,64,24,6,32,12,6,0.257602339181287,44.05
"16","CB-H-I","CH-M-I",16,11,5,3,2,1,2,2,2,0.5375,8.6
"17","CB-H-I","CH-M-M",50,42,12,16,12,2,8,0,1,0.359,17.95
"18","CB-H-I","CH-M-O",98,68,19,31,12,6,20,9,2,0.267857142857143,26.25
"19","CB-H-I","FB-H-I",228,154,47,58,27,22,50,21,7,0.315350877192982,71.9
"20","CB-H-I","FB-H-M",144,92,21,25,30,16,34,15,5,0.3625,52.2
"21","CB-H-I","FB-H-O",265,170,50,77,34,9,66,28,7,0.335094339622642,88.8
"22","CB-H-I","FB-L-I",193,132,40,50,33,9,45,14,6,0.284715025906736,54.95
"23","CB-H-I","FB-L-M",111,75,17,31,22,5,28,8,1,0.277027027027027,30.75
"24","CB-H-I","FB-L-O",155,108,23,49,31,5,29,16,2,0.332903225806452,51.6
"25","CB-H-I","FB-M-I",144,96,24,36,27,9,36,11,4,0.339583333333333,48.9
"26","CB-H-I","FB-M-M",90,72,19,32,18,3,16,1,4,0.347777777777778,31.3
"27","CB-H-I","FB-M-O",182,124,31,56,26,11,42,15,3,0.270879120879121,49.3
"28","CB-H-I","SL-H-I",63,43,6,23,12,2,14,4,1,0.374603174603175,23.6
"29","CB-H-I","SL-H-M",25,17,4,6,4,3,6,2,0,0.128,3.2
"30","CB-H-I","SL-H-O",32,21,7,9,4,1,9,2,2,0.303125,9.7
"31","CB-H-I","SL-L-I",115,74,19,33,15,7,34,6,4,0.305652173913044,35.15
"32","CB-H-I","SL-L-M",25,16,2,12,2,0,6,2,1,0.308,7.7
"33","CB-H-I","SL-L-O",22,18,3,9,6,0,4,0,0,0.334090909090909,7.35
"34","CB-H-I","SL-M-I",53,40,13,11,14,2,8,4,2,0.395283018867925,20.95
"35","CB-H-I","SL-M-M",23,21,4,9,6,2,2,0,0,0.289130434782609,6.65
"36","CB-H-I","SL-M-O",21,13,2,5,5,1,7,1,0,0.247619047619048,5.2
"37","CB-H-I",NA,156,136,36,55,27,18,0,0,3,0.377884615384615,58.95
"38","CB-H-M","CB-H-I",43,22,8,8,4,2,13,8,3,0.390697674418605,16.8
"39","CB-H-M","CB-H-M",58,42,14,19,3,6,13,3,2,0.306034482758621,17.75
"40","CB-H-M","CB-H-O",197,130,37,58,28,7,45,21,2,0.31243654822335,61.55
"41","CB-H-M","CB-L-I",377,210,49,95,49,17,132,31,2,0.247214854111406,93.2
"42","CB-H-M","CB-L-M",195,124,24,64,32,4,51,17,5,0.357948717948718,69.8
"43","CB-H-M","CB-L-O",183,121,26,61,27,7,49,12,3,0.26775956284153,49
"44","CB-H-M","CB-M-I",85,50,8,29,11,2,28,7,1,0.256470588235294,21.8
"45","CB-H-M","CB-M-M",95,71,14,29,22,6,20,2,3,0.30578947368421,29.05
"46","CB-H-M","CB-M-O",140,102,23,50,25,4,31,6,2,0.265,37.1
"47","CB-H-M","CH-H-I",14,10,1,7,2,0,2,1,0,0.496428571428571,6.95
"48","CB-H-M","CH-H-M",37,26,7,11,4,4,8,3,2,0.213513513513513,7.9
"49","CB-H-M","CH-H-O",213,154,38,66,39,11,40,19,4,0.326525821596244,69.55
"50","CB-H-M","CH-L-I",135,90,23,39,19,9,31,14,1,0.277407407407407,37.45
"51","CB-H-M","CH-L-M",257,180,47,80,45,8,56,20,7,0.299416342412451,76.95
"52","CB-H-M","CH-L-O",445,320,78,150,74,18,90,32,12,0.348539325842697,155.1
"53","CB-H-M","CH-M-I",30,22,5,13,1,3,6,1,0,0.178333333333333,5.35
"54","CB-H-M","CH-M-M",63,51,13,26,11,1,6,6,1,0.374603174603175,23.6
"55","CB-H-M","CH-M-O",239,175,48,80,36,11,51,10,5,0.290794979079498,69.5
"56","CB-H-M","FB-H-I",503,331,84,139,66,42,130,34,17,0.278031809145129,139.85
"57","CB-H-M","FB-H-M",296,209,59,72,50,28,65,17,7,0.277195945945946,82.05
"58","CB-H-M","FB-H-O",590,386,112,157,91,26,137,62,14,0.318559322033898,187.95
"59","CB-H-M","FB-L-I",327,225,53,113,47,12,72,28,12,0.354281345565749,115.85
"60","CB-H-M","FB-L-M",183,123,39,54,25,5,49,10,4,0.296448087431694,54.25
"61","CB-H-M","FB-L-O",353,234,52,118,52,12,87,31,5,0.311898016997167,110.1
"62","CB-H-M","FB-M-I",349,258,57,104,68,29,73,16,9,0.292406876790831,102.05
"63","CB-H-M","FB-M-M",150,109,36,40,26,7,29,10,7,0.350333333333333,52.55
"64","CB-H-M","FB-M-O",401,269,71,116,71,11,109,23,6,0.322443890274314,129.3
"65","CB-H-M","SL-H-I",116,82,22,37,15,8,28,3,5,0.303448275862069,35.2
"66","CB-H-M","SL-H-M",60,38,7,21,7,3,17,4,0,0.216666666666667,13
"67","CB-H-M","SL-H-O",69,45,12,16,14,3,17,7,7,0.476811594202899,32.9
"68","CB-H-M","SL-L-I",244,138,42,62,27,7,82,17,6,0.273975409836066,66.85
"69","CB-H-M","SL-L-M",54,34,8,17,8,1,16,3,2,0.435185185185185,23.5
"70","CB-H-M","SL-L-O",54,35,10,19,5,1,15,4,0,0.175,9.45
"71","CB-H-M","SL-M-I",152,103,27,49,13,14,44,4,1,0.183881578947368,27.95
"72","CB-H-M","SL-M-M",40,31,6,13,9,3,6,3,1,0.46625,18.65
"73","CB-H-M","SL-M-O",47,31,9,11,10,1,12,4,1,0.258510638297872,12.15
"74","CB-H-M",NA,410,410,136,147,88,39,0,0,16,0.390731707317073,160.2
"75","CB-H-O","CB-H-I",115,69,20,27,17,5,29,15,7,0.38304347826087,44.05
"76","CB-H-O","CB-H-M",266,186,58,71,44,13,46,32,9,0.409774436090226,109
"77","CB-H-O","CB-H-O",1095,677,181,286,155,55,212,197,37,0.378538812785388,414.5
"78","CB-H-O","CB-L-I",908,579,128,281,135,35,198,123,25,0.361123348017621,327.9
"79","CB-H-O","CB-L-M",800,536,136,249,122,29,171,90,16,0.3283125,262.65
"80","CB-H-O","CB-L-O",820,555,129,288,111,27,184,75,20,0.299390243902439,245.5
"81","CB-H-O","CB-M-I",189,126,28,59,30,9,46,17,4,0.342592592592593,64.75
"82","CB-H-O","CB-M-M",427,308,83,117,80,28,91,24,15,0.314285714285714,134.2
"83","CB-H-O","CB-M-O",761,510,126,214,135,35,170,78,21,0.350919842312746,267.05
"84","CB-H-O","CH-H-I",51,34,12,11,9,2,10,6,2,0.402941176470588,20.55
"85","CB-H-O","CH-H-M",137,103,28,40,22,13,26,7,6,0.364963503649635,50
"86","CB-H-O","CH-H-O",944,639,192,236,154,57,179,124,33,0.358315677966102,338.25
"87","CB-H-O","CH-L-I",519,351,92,158,74,27,92,75,21,0.382947976878613,198.75
"88","CB-H-O","CH-L-M",844,592,161,245,134,52,165,80,30,0.345971563981043,292
"89","CB-H-O","CH-L-O",1675,1179,291,551,256,81,305,182,48,0.346835820895522,580.95
"90","CB-H-O","CH-M-I",74,58,23,18,15,2,12,4,5,0.400675675675676,29.65
"91","CB-H-O","CH-M-M",248,180,50,79,38,13,46,20,7,0.347782258064516,86.25
"92","CB-H-O","CH-M-O",1002,748,200,311,178,59,160,88,19,0.309680638722555,310.3
"93","CB-H-O","FB-H-I",1297,870,226,338,199,107,276,129,42,0.316306861989206,410.25
"94","CB-H-O","FB-H-M",1122,775,237,274,191,73,249,94,31,0.304188948306595,341.3
"95","CB-H-O","FB-H-O",2515,1628,497,636,361,134,494,389,91,0.365705765407555,919.75
"96","CB-H-O","FB-L-I",1205,848,210,394,179,65,198,152,40,0.371659751037344,447.85
"97","CB-H-O","FB-L-M",973,726,201,302,191,32,149,96,31,0.378931140801644,368.7
"98","CB-H-O","FB-L-O",1880,1336,322,645,305,64,337,201,46,0.332446808510638,625
"99","CB-H-O","FB-M-I",1065,766,192,297,191,86,203,93,44,0.359342723004695,382.7
"100","CB-H-O","FB-M-M",830,641,199,229,165,48,156,30,34,0.341686746987952,283.6
"101","CB-H-O","FB-M-O",1799,1327,349,567,340,71,321,141,47,0.34130072262368,614
"102","CB-H-O","SL-H-I",404,285,61,117,75,32,76,41,15,0.356683168316832,144.1
"103","CB-H-O","SL-H-M",239,165,51,67,32,15,56,18,3,0.262761506276151,62.8
"104","CB-H-O","SL-H-O",363,238,59,97,67,15,67,58,10,0.371625344352617,134.9
"105","CB-H-O","SL-L-I",699,466,109,204,109,44,152,73,26,0.346781115879828,242.4
"106","CB-H-O","SL-L-M",260,178,42,80,47,9,61,21,9,0.360576923076923,93.75
"107","CB-H-O","SL-L-O",218,156,38,60,48,10,33,26,8,0.384633027522936,83.85
"108","CB-H-O","SL-M-I",408,270,81,105,66,18,103,30,10,0.300245098039216,122.5
"109","CB-H-O","SL-M-M",218,161,42,66,40,13,47,10,9,0.306422018348624,66.8
"110","CB-H-O","SL-M-O",258,191,57,71,46,17,46,21,5,0.298255813953488,76.95
"111","CB-H-O",NA,370,370,99,158,86,27,0,0,15,0.380405405405405,140.75
"112","CB-L-I","CB-H-I",122,81,19,45,13,4,20,20,4,0.349590163934426,42.65
"113","CB-L-I","CB-H-M",232,140,35,67,30,8,58,33,7,0.340948275862069,79.1
"114","CB-L-I","CB-H-O",644,388,96,171,95,26,130,123,15,0.359937888198758,231.8
"115","CB-L-I","CB-L-I",1798,974,203,473,249,49,507,281,56,0.35,629.3
"116","CB-L-I","CB-L-M",916,573,114,304,132,23,240,94,20,0.309497816593886,283.5
"117","CB-L-I","CB-L-O",679,423,101,208,96,18,178,78,21,0.325036818851252,220.7
"118","CB-L-I","CB-M-I",310,207,54,101,36,16,68,29,9,0.336774193548387,104.4
"119","CB-L-I","CB-M-M",383,249,58,123,50,18,105,29,5,0.282375979112272,108.15
"120","CB-L-I","CB-M-O",541,350,76,167,89,18,128,60,11,0.316913123844732,171.45
"121","CB-L-I","CH-H-I",40,25,8,9,5,3,9,6,1,0.3075,12.3
"122","CB-L-I","CH-H-M",142,106,35,42,17,12,21,14,4,0.277816901408451,39.45
"123","CB-L-I","CH-H-O",771,521,140,233,117,31,107,137,21,0.370038910505837,285.3
"124","CB-L-I","CH-L-I",633,383,87,184,87,25,104,143,23,0.405529225908373,256.7
"125","CB-L-I","CH-L-M",1005,671,147,331,161,32,201,123,31,0.361791044776119,363.6
"126","CB-L-I","CH-L-O",1746,1170,254,582,261,73,362,209,42,0.322222222222222,562.6
"127","CB-L-I","CH-M-I",97,64,17,26,13,8,25,8,5,0.310309278350515,30.1
"128","CB-L-I","CH-M-M",256,192,46,81,50,15,47,16,15,0.4130859375,105.75
"129","CB-L-I","CH-M-O",904,679,138,350,150,41,141,81,22,0.323340707964602,292.3
"130","CB-L-I","FB-H-I",1498,980,249,403,226,102,315,177,46,0.344826435246996,516.55
"131","CB-L-I","FB-H-M",1156,815,232,297,200,86,229,109,41,0.347102076124567,401.25
"132","CB-L-I","FB-H-O",2230,1434,392,603,338,101,397,384,69,0.372533632286995,830.75
"133","CB-L-I","FB-L-I",1827,1174,282,576,263,53,329,313,61,0.38552271483306,704.35
"134","CB-L-I","FB-L-M",1303,933,228,435,236,34,223,140,44,0.374980813507291,488.6
"135","CB-L-I","FB-L-O",2183,1495,318,748,358,71,389,290,59,0.347434722858452,758.45
"136","CB-L-I","FB-M-I",1294,874,221,360,206,87,268,134,41,0.346870170015456,448.85
"137","CB-L-I","FB-M-M",921,727,184,318,181,44,157,35,33,0.364060803474484,335.3
"138","CB-L-I","FB-M-O",2038,1440,365,660,346,69,361,227,61,0.364082433758587,742
"139","CB-L-I","SL-H-I",387,263,59,122,57,25,79,36,9,0.333462532299742,129.05
"140","CB-L-I","SL-H-M",203,144,33,69,32,10,47,12,6,0.276600985221675,56.15
"141","CB-L-I","SL-H-O",289,191,51,82,48,10,59,38,9,0.376470588235294,108.8
"142","CB-L-I","SL-L-I",826,512,109,254,115,34,181,120,21,0.345338983050847,285.25
"143","CB-L-I","SL-L-M",248,167,42,73,45,7,54,26,10,0.367540322580645,91.15
"144","CB-L-I","SL-L-O",257,163,37,78,38,10,59,33,6,0.307587548638132,79.05
"145","CB-L-I","SL-M-I",405,278,69,137,51,21,88,37,10,0.298024691358025,120.7
"146","CB-L-I","SL-M-M",186,145,36,68,34,7,32,9,6,0.326075268817204,60.65
"147","CB-L-I","SL-M-O",185,110,23,59,24,4,50,24,4,0.334864864864865,61.95
"148","CB-L-I",NA,1067,810,162,411,181,56,0,0,55,0.515370196813496,549.9
"149","CB-L-M","CB-H-I",36,21,8,8,5,0,10,5,3,0.363888888888889,13.1
"150","CB-L-M","CB-H-M",92,56,8,34,7,7,27,9,1,0.32445652173913,29.85
"151","CB-L-M","CB-H-O",377,232,55,101,66,10,88,55,9,0.385013262599469,145.15
"152","CB-L-M","CB-L-I",884,492,102,250,112,28,272,109,26,0.317533936651584,280.7
"153","CB-L-M","CB-L-M",602,381,71,178,102,30,163,56,13,0.300166112956811,180.7
"154","CB-L-M","CB-L-O",720,447,87,242,96,22,190,80,16,0.311458333333333,224.25
"155","CB-L-M","CB-M-I",112,73,10,34,20,9,34,5,1,0.216071428571429,24.2
"156","CB-L-M","CB-M-M",183,124,24,57,34,9,45,14,3,0.319672131147541,58.5
"157","CB-L-M","CB-M-O",368,227,64,109,43,11,99,39,7,0.291032608695652,107.1
"158","CB-L-M","CH-H-I",22,15,3,5,6,1,4,3,0,0.429545454545455,9.45
"159","CB-L-M","CH-H-M",71,56,11,27,11,7,8,7,1,0.397887323943662,28.25
"160","CB-L-M","CH-H-O",430,292,80,124,62,26,78,60,11,0.34406976744186,147.95
"161","CB-L-M","CH-L-I",398,259,63,116,54,26,88,50,9,0.354899497487437,141.25
"162","CB-L-M","CH-L-M",631,405,90,191,103,21,158,65,20,0.331299524564184,209.05
"163","CB-L-M","CH-L-O",1355,910,189,453,218,50,294,145,26,0.306789667896679,415.7
"164","CB-L-M","CH-M-I",54,38,8,19,8,3,8,7,0,0.373148148148148,20.15
"165","CB-L-M","CH-M-M",130,96,26,46,18,6,27,7,10,0.362692307692308,47.15
"166","CB-L-M","CH-M-O",552,398,101,183,95,19,103,47,15,0.304528985507246,168.1
"167","CB-L-M","FB-H-I",1068,681,162,298,158,63,256,119,24,0.314887640449438,336.3
"168","CB-L-M","FB-H-M",684,450,113,189,106,42,169,62,27,0.33983918128655,232.45
"169","CB-L-M","FB-H-O",1346,830,213,354,215,48,324,182,33,0.34498514115899,464.35
"170","CB-L-M","FB-L-I",1008,672,155,309,176,32,206,116,27,0.36577380952381,368.7
"171","CB-L-M","FB-L-M",684,473,106,247,101,19,152,57,14,0.300219298245614,205.35
